# [Parameters]
# Name = 'imp01'
# ShotNo = 163400
# Date = '11/20/2020 13:15'
# 
# DimNo = 1
# DimName = 'Time'
# DimSize =   12001
# DimUnit = 's'
# 
# ValNo = 3
# ValName = 'CIII','OV','none'
# ValUnit = 'AU','AU','AU'
# [Comments]
# summary_data
# [data]
       1.04800,   -0.00472530,  -0.000945060,   -0.00393775
       1.04900,   0.000157510,  -0.000945060,   0.000945060
       1.05000,   0.000157510,  -0.000945060,   0.000945060
       1.05100,   0.000157510,  -0.000945060,   0.000945060
       1.05200,   0.000157510,  -0.000945060,   0.000945060
       1.05300,   0.000157510,    0.00393775,   -0.00393775
       1.05400,    0.00504032,    0.00882056,   0.000945060
       1.05500,    0.00504032,    0.00393775,   -0.00393775
       1.05600,   0.000157510,    0.00393775,   0.000945060
       1.05700,   0.000157510,  -0.000945060,   0.000945060
       1.05800,   0.000157510,  -0.000945060,   0.000945060
       1.05900,    0.00504032,    0.00393775,   0.000945060
       1.06000,    0.00504032,    0.00393775,   0.000945060
       1.06100,   0.000157510,  -0.000945060,   0.000945060
       1.06200,   -0.00960812,   -0.00582787,   0.000945060
       1.06300,   -0.00472530,  -0.000945060,   0.000945060
       1.06400,   -0.00472530,  -0.000945060,   0.000945060
       1.06500,   0.000157510,  -0.000945060,   0.000945060
       1.06600,   0.000157510,  -0.000945060,   0.000945060
       1.06700,   0.000157510,  -0.000945060,   0.000945060
       1.06800,   -0.00472530,  -0.000945060,   0.000945060
       1.06900,   0.000157510,  -0.000945060,   0.000945060
       1.07000,    0.00504032,    0.00882056,   -0.00393775
       1.07100,    0.00504032,    0.00393775,   0.000945060
       1.07200,   0.000157510,  -0.000945060,   0.000945060
       1.07300,   0.000157510,  -0.000945060,   0.000945060
       1.07400,   0.000157510,  -0.000945060,   0.000945060
       1.07500,   0.000157510,  -0.000945060,   0.000945060
       1.07600,   0.000157510,  -0.000945060,   -0.00393775
       1.07700,    0.00504032,    0.00393775,   0.000945060
       1.07800,   -0.00472530,  -0.000945060,   0.000945060
       1.07900,   -0.00472530,   -0.00582787,   0.000945060
       1.08000,   0.000157510,  -0.000945060,   0.000945060
       1.08100,   -0.00472530,  -0.000945060,   -0.00393775
       1.08200,   -0.00472530,  -0.000945060,   0.000945060
       1.08300,   0.000157510,  -0.000945060,   0.000945060
       1.08400,   -0.00472530,  -0.000945060,   0.000945060
       1.08500,   0.000157510,  -0.000945060,   0.000945060
       1.08600,   0.000157510,  -0.000945060,   0.000945060
       1.08700,    0.00504032,    0.00882056,   0.000945060
       1.08800,    0.00504032,    0.00393775,   0.000945060
       1.08900,    0.00504032,  -0.000945060,   0.000945060
       1.09000,   0.000157510,  -0.000945060,   -0.00393775
       1.09100,   0.000157510,  -0.000945060,   0.000945060
       1.09200,   0.000157510,  -0.000945060,   -0.00393775
       1.09300,   0.000157510,  -0.000945060,   0.000945060
       1.09400,    0.00504032,    0.00393775,   0.000945060
       1.09500,   -0.00472530,  -0.000945060,   0.000945060
       1.09600,   -0.00472530,   -0.00582787,   0.000945060
       1.09700,   0.000157510,  -0.000945060,   0.000945060
       1.09800,   -0.00472530,  -0.000945060,   0.000945060
       1.09900,   0.000157510,  -0.000945060,   0.000945060
       1.10000,   0.000157510,  -0.000945060,   0.000945060
       1.10100,   -0.00472530,  -0.000945060,   0.000945060
       1.10200,   0.000157510,  -0.000945060,   0.000945060
       1.10300,    0.00504032,  -0.000945060,   -0.00393775
       1.10400,    0.00504032,    0.00393775,   0.000945060
       1.10500,    0.00504032,  -0.000945060,   0.000945060
       1.10600,   0.000157510,    0.00393775,   0.000945060
       1.10700,   0.000157510,  -0.000945060,   0.000945060
       1.10800,   0.000157510,  -0.000945060,   0.000945060
       1.10900,   0.000157510,  -0.000945060,   0.000945060
       1.11000,   0.000157510,  -0.000945060,   0.000945060
       1.11100,   0.000157510,  -0.000945060,   0.000945060
       1.11200,   -0.00960812,  -0.000945060,   0.000945060
       1.11300,   -0.00472530,   -0.00582787,   0.000945060
       1.11400,   0.000157510,  -0.000945060,   0.000945060
       1.11500,   -0.00472530,  -0.000945060,   0.000945060
       1.11600,   0.000157510,  -0.000945060,   0.000945060
       1.11700,   0.000157510,  -0.000945060,   0.000945060
       1.11800,   -0.00472530,  -0.000945060,   0.000945060
       1.11900,   0.000157510,  -0.000945060,   0.000945060
       1.12000,    0.00504032,    0.00882056,   0.000945060
       1.12100,    0.00504032,    0.00393775,   0.000945060
       1.12200,   0.000157510,  -0.000945060,   0.000945060
       1.12300,   0.000157510,    0.00393775,   0.000945060
       1.12400,   0.000157510,  -0.000945060,   0.000945060
       1.12500,   0.000157510,  -0.000945060,   0.000945060
       1.12600,   0.000157510,  -0.000945060,   0.000945060
       1.12700,   0.000157510,    0.00393775,   0.000945060
       1.12800,   -0.00472530,   -0.00582787,   0.000945060
       1.12900,   -0.00960812,   -0.00582787,   0.000945060
       1.13000,   -0.00472530,  -0.000945060,   0.000945060
       1.13100,   -0.00472530,  -0.000945060,   -0.00393775
       1.13200,   0.000157510,  -0.000945060,   0.000945060
       1.13300,   0.000157510,  -0.000945060,   0.000945060
       1.13400,   0.000157510,  -0.000945060,   0.000945060
       1.13500,   0.000157510,  -0.000945060,   0.000945060
       1.13600,   0.000157510,  -0.000945060,   0.000945060
       1.13700,    0.00504032,     0.0137034,   -0.00393775
       1.13800,    0.00504032,  -0.000945060,   0.000945060
       1.13900,   0.000157510,    0.00393775,   0.000945060
       1.14000,   0.000157510,  -0.000945060,   0.000945060
       1.14100,   0.000157510,  -0.000945060,   0.000945060
       1.14200,   0.000157510,    0.00393775,   0.000945060
       1.14300,    0.00504032,  -0.000945060,   0.000945060
       1.14400,    0.00504032,    0.00393775,   0.000945060
       1.14500,   -0.00472530,  -0.000945060,   0.000945060
       1.14600,   -0.00472530,   -0.00582787,   0.000945060
       1.14700,   0.000157510,  -0.000945060,   0.000945060
       1.14800,   0.000157510,  -0.000945060,   0.000945060
       1.14900,   0.000157510,  -0.000945060,   0.000945060
       1.15000,   0.000157510,  -0.000945060,   0.000945060
       1.15100,   0.000157510,  -0.000945060,   0.000945060
       1.15200,   -0.00472530,  -0.000945060,   -0.00393775
       1.15300,    0.00504032,  -0.000945060,   -0.00393775
       1.15400,    0.00504032,    0.00393775,   0.000945060
       1.15500,    0.00504032,  -0.000945060,   0.000945060
       1.15600,    0.00504032,  -0.000945060,   0.000945060
       1.15700,    0.00504032,  -0.000945060,   0.000945060
       1.15800,   0.000157510,  -0.000945060,   0.000945060
       1.15900,   0.000157510,  -0.000945060,   0.000945060
       1.16000,    0.00504032,  -0.000945060,   -0.00393775
       1.16100,   0.000157510,  -0.000945060,   0.000945060
       1.16200,   -0.00472530,  -0.000945060,   0.000945060
       1.16300,   -0.00472530,   -0.00582787,   0.000945060
       1.16400,   0.000157510,  -0.000945060,   0.000945060
       1.16500,   0.000157510,  -0.000945060,   0.000945060
       1.16600,   0.000157510,  -0.000945060,   0.000945060
       1.16700,   0.000157510,  -0.000945060,   0.000945060
       1.16800,   0.000157510,  -0.000945060,   0.000945060
       1.16900,   -0.00472530,  -0.000945060,   0.000945060
       1.17000,    0.00504032,    0.00393775,   -0.00393775
       1.17100,    0.00504032,    0.00393775,   0.000945060
       1.17200,    0.00504032,    0.00393775,   0.000945060
       1.17300,   0.000157510,  -0.000945060,   0.000945060
       1.17400,   0.000157510,  -0.000945060,   0.000945060
       1.17500,   0.000157510,  -0.000945060,   0.000945060
       1.17600,   0.000157510,  -0.000945060,   0.000945060
       1.17700,   0.000157510,    0.00393775,   0.000945060
       1.17800,   -0.00472530,  -0.000945060,   0.000945060
       1.17900,   -0.00960812,   -0.00582787,   0.000945060
       1.18000,   -0.00472530,  -0.000945060,   0.000945060
       1.18100,   -0.00472530,   -0.00582787,   0.000945060
       1.18200,   0.000157510,  -0.000945060,   -0.00393775
       1.18300,   0.000157510,  -0.000945060,   0.000945060
       1.18400,   0.000157510,  -0.000945060,   0.000945060
       1.18500,   0.000157510,  -0.000945060,   0.000945060
       1.18600,   0.000157510,  -0.000945060,   0.000945060
       1.18700,    0.00504032,    0.00882056,   -0.00393775
       1.18800,    0.00504032,    0.00393775,   0.000945060
       1.18900,   0.000157510,    0.00393775,   0.000945060
       1.19000,   0.000157510,    0.00393775,   0.000945060
       1.19100,   0.000157510,  -0.000945060,   0.000945060
       1.19200,   0.000157510,  -0.000945060,   -0.00393775
       1.19300,    0.00504032,  -0.000945060,   -0.00393775
       1.19400,    0.00504032,    0.00393775,   0.000945060
       1.19500,   -0.00472530,  -0.000945060,   0.000945060
       1.19600,   -0.00960812,   -0.00582787,   0.000945060
       1.19700,   0.000157510,  -0.000945060,   0.000945060
       1.19800,   -0.00472530,  -0.000945060,   0.000945060
       1.19900,   -0.00472530,  -0.000945060,   0.000945060
       1.20000,   0.000157510,  -0.000945060,   0.000945060
       1.20100,   0.000157510,  -0.000945060,   0.000945060
       1.20200,   -0.00472530,  -0.000945060,   0.000945060
       1.20300,    0.00504032,    0.00393775,   0.000945060
       1.20400,    0.00504032,    0.00882056,   -0.00393775
       1.20500,    0.00504032,  -0.000945060,   0.000945060
       1.20600,   0.000157510,  -0.000945060,   -0.00393775
       1.20700,   0.000157510,  -0.000945060,   0.000945060
       1.20800,    0.00504032,    0.00393775,   0.000945060
       1.20900,   0.000157510,    0.00393775,   0.000945060
       1.21000,   0.000157510,  -0.000945060,   0.000945060
       1.21100,   0.000157510,  -0.000945060,   0.000945060
       1.21200,   -0.00960812,  -0.000945060,   0.000945060
       1.21300,   -0.00472530,    -0.0107107,   0.000945060
       1.21400,   0.000157510,  -0.000945060,   0.000945060
       1.21500,   -0.00472530,  -0.000945060,    0.00582787
       1.21600,   0.000157510,  -0.000945060,   0.000945060
       1.21700,   0.000157510,  -0.000945060,   0.000945060
       1.21800,   -0.00472530,  -0.000945060,   0.000945060
       1.21900,   0.000157510,  -0.000945060,   0.000945060
       1.22000,    0.00504032,    0.00393775,   0.000945060
       1.22100,    0.00504032,    0.00393775,   0.000945060
       1.22200,    0.00504032,  -0.000945060,   0.000945060
       1.22300,   0.000157510,  -0.000945060,   -0.00393775
       1.22400,   0.000157510,  -0.000945060,   -0.00393775
       1.22500,   0.000157510,  -0.000945060,   0.000945060
       1.22600,   0.000157510,    0.00393775,   0.000945060
       1.22700,    0.00504032,  -0.000945060,   0.000945060
       1.22800,   -0.00472530,  -0.000945060,   0.000945060
       1.22900,   -0.00960812,   -0.00582787,   0.000945060
       1.23000,   -0.00472530,   -0.00582787,   0.000945060
       1.23100,   0.000157510,  -0.000945060,   0.000945060
       1.23200,   -0.00472530,  -0.000945060,   0.000945060
       1.23300,   0.000157510,  -0.000945060,   0.000945060
       1.23400,   0.000157510,  -0.000945060,   0.000945060
       1.23500,   -0.00472530,   -0.00582787,   0.000945060
       1.23600,   0.000157510,  -0.000945060,   0.000945060
       1.23700,    0.00504032,    0.00882056,   -0.00393775
       1.23800,    0.00504032,  -0.000945060,   0.000945060
       1.23900,    0.00504032,    0.00393775,   0.000945060
       1.24000,   0.000157510,    0.00393775,   -0.00393775
       1.24100,   0.000157510,  -0.000945060,   0.000945060
       1.24200,   0.000157510,  -0.000945060,   0.000945060
       1.24300,   0.000157510,  -0.000945060,   0.000945060
       1.24400,    0.00504032,  -0.000945060,   0.000945060
       1.24500,   0.000157510,  -0.000945060,   0.000945060
       1.24600,   -0.00472530,   -0.00582787,   0.000945060
       1.24700,   -0.00472530,  -0.000945060,   -0.00393775
       1.24800,   -0.00472530,  -0.000945060,   0.000945060
       1.24900,   -0.00472530,  -0.000945060,   0.000945060
       1.25000,   0.000157510,  -0.000945060,   0.000945060
       1.25100,   -0.00472530,  -0.000945060,   0.000945060
       1.25200,   -0.00472530,  -0.000945060,   0.000945060
       1.25300,   0.000157510,  -0.000945060,   0.000945060
       1.25400,    0.00504032,    0.00393775,   -0.00393775
       1.25500,    0.00504032,    0.00393775,   0.000945060
       1.25600,    0.00504032,  -0.000945060,   0.000945060
       1.25700,   0.000157510,  -0.000945060,   0.000945060
       1.25800,   0.000157510,  -0.000945060,   0.000945060
       1.25900,   0.000157510,  -0.000945060,   0.000945060
       1.26000,    0.00504032,  -0.000945060,   0.000945060
       1.26100,   0.000157510,    0.00393775,   0.000945060
       1.26200,   -0.00960812,  -0.000945060,   0.000945060
       1.26300,   -0.00472530,   -0.00582787,    0.00582787
       1.26400,   -0.00472530,  -0.000945060,   0.000945060
       1.26500,   -0.00472530,  -0.000945060,   0.000945060
       1.26600,   -0.00472530,  -0.000945060,   0.000945060
       1.26700,   0.000157510,  -0.000945060,   0.000945060
       1.26800,   -0.00472530,  -0.000945060,   0.000945060
       1.26900,   0.000157510,  -0.000945060,   0.000945060
       1.27000,   0.000157510,  -0.000945060,   -0.00393775
       1.27100,    0.00504032,    0.00882056,   0.000945060
       1.27200,    0.00504032,    0.00393775,   0.000945060
       1.27300,    0.00504032,  -0.000945060,   0.000945060
       1.27400,    0.00504032,  -0.000945060,   0.000945060
       1.27500,   0.000157510,  -0.000945060,   0.000945060
       1.27600,   0.000157510,  -0.000945060,   -0.00393775
       1.27700,   0.000157510,  -0.000945060,   0.000945060
       1.27800,   -0.00472530,  -0.000945060,   0.000945060
       1.27900,   -0.00960812,  -0.000945060,   0.000945060
       1.28000,   -0.00472530,   -0.00582787,   0.000945060
       1.28100,   -0.00472530,   -0.00582787,   0.000945060
       1.28200,   -0.00472530,  -0.000945060,   0.000945060
       1.28300,   0.000157510,  -0.000945060,   0.000945060
       1.28400,   0.000157510,  -0.000945060,   0.000945060
       1.28500,   0.000157510,  -0.000945060,   0.000945060
       1.28600,   0.000157510,  -0.000945060,   0.000945060
       1.28700,    0.00504032,    0.00882056,   -0.00393775
       1.28800,    0.00504032,    0.00393775,    0.00582787
       1.28900,    0.00504032,  -0.000945060,   0.000945060
       1.29000,   0.000157510,    0.00393775,   0.000945060
       1.29100,   0.000157510,  -0.000945060,   0.000945060
       1.29200,   0.000157510,  -0.000945060,   0.000945060
       1.29300,   0.000157510,    0.00393775,   -0.00393775
       1.29400,    0.00504032,  -0.000945060,   0.000945060
       1.29500,   -0.00472530,   -0.00582787,   0.000945060
       1.29600,   -0.00960812,   -0.00582787,   0.000945060
       1.29700,   -0.00472530,  -0.000945060,   0.000945060
       1.29800,   0.000157510,  -0.000945060,   0.000945060
       1.29900,   0.000157510,  -0.000945060,   0.000945060
       1.30000,   0.000157510,  -0.000945060,   0.000945060
       1.30100,   0.000157510,  -0.000945060,   0.000945060
       1.30200,   0.000157510,  -0.000945060,   0.000945060
       1.30300,   0.000157510,    0.00393775,   0.000945060
       1.30400,    0.00504032,    0.00882056,   0.000945060
       1.30500,    0.00504032,  -0.000945060,   0.000945060
       1.30600,   0.000157510,  -0.000945060,   0.000945060
       1.30700,   0.000157510,  -0.000945060,   0.000945060
       1.30800,   0.000157510,  -0.000945060,   0.000945060
       1.30900,   0.000157510,  -0.000945060,   0.000945060
       1.31000,   0.000157510,  -0.000945060,   0.000945060
       1.31100,   0.000157510,    0.00393775,   0.000945060
       1.31200,   -0.00960812,  -0.000945060,   0.000945060
       1.31300,   -0.00472530,    -0.0107107,   0.000945060
       1.31400,    0.00504032,  -0.000945060,   0.000945060
       1.31500,   -0.00472530,  -0.000945060,   0.000945060
       1.31600,   0.000157510,  -0.000945060,   0.000945060
       1.31700,   0.000157510,  -0.000945060,   0.000945060
       1.31800,   0.000157510,  -0.000945060,   0.000945060
       1.31900,   -0.00472530,  -0.000945060,   0.000945060
       1.32000,    0.00504032,  -0.000945060,   -0.00393775
       1.32100,    0.00504032,    0.00882056,   0.000945060
       1.32200,    0.00504032,  -0.000945060,   0.000945060
       1.32300,   0.000157510,  -0.000945060,   0.000945060
       1.32400,   0.000157510,  -0.000945060,   0.000945060
       1.32500,    0.00504032,    0.00393775,   0.000945060
       1.32600,   0.000157510,  -0.000945060,   0.000945060
       1.32700,   0.000157510,  -0.000945060,   0.000945060
       1.32800,    0.00504032,  -0.000945060,   0.000945060
       1.32900,   -0.00960812,   -0.00582787,   0.000945060
       1.33000,   -0.00472530,   -0.00582787,   0.000945060
       1.33100,   0.000157510,  -0.000945060,   0.000945060
       1.33200,   0.000157510,  -0.000945060,   0.000945060
       1.33300,   0.000157510,  -0.000945060,   0.000945060
       1.33400,   0.000157510,  -0.000945060,   0.000945060
       1.33500,   0.000157510,  -0.000945060,   0.000945060
       1.33600,   0.000157510,  -0.000945060,   0.000945060
       1.33700,    0.00504032,    0.00393775,   0.000945060
       1.33800,    0.00504032,    0.00393775,   0.000945060
       1.33900,    0.00504032,    0.00393775,   0.000945060
       1.34000,   0.000157510,  -0.000945060,   0.000945060
       1.34100,   0.000157510,  -0.000945060,   0.000945060
       1.34200,   0.000157510,  -0.000945060,   0.000945060
       1.34300,   0.000157510,    0.00393775,   0.000945060
       1.34400,   0.000157510,  -0.000945060,   0.000945060
       1.34500,   -0.00472530,  -0.000945060,   0.000945060
       1.34600,   -0.00960812,   -0.00582787,   -0.00393775
       1.34700,   0.000157510,   -0.00582787,   0.000945060
       1.34800,   -0.00472530,  -0.000945060,   0.000945060
       1.34900,   -0.00472530,  -0.000945060,   0.000945060
       1.35000,   0.000157510,  -0.000945060,   0.000945060
       1.35100,   -0.00472530,  -0.000945060,   0.000945060
       1.35200,   -0.00472530,  -0.000945060,   0.000945060
       1.35300,   0.000157510,    0.00393775,   -0.00393775
       1.35400,    0.00504032,    0.00882056,   -0.00393775
       1.35500,    0.00504032,  -0.000945060,   0.000945060
       1.35600,   0.000157510,    0.00393775,   0.000945060
       1.35700,   0.000157510,  -0.000945060,   -0.00393775
       1.35800,   0.000157510,  -0.000945060,   0.000945060
       1.35900,   0.000157510,  -0.000945060,    0.00582787
       1.36000,    0.00504032,  -0.000945060,   -0.00393775
       1.36100,   0.000157510,    0.00393775,   0.000945060
       1.36200,   -0.00472530,  -0.000945060,   0.000945060
       1.36300,   -0.00960812,   -0.00582787,   0.000945060
       1.36400,   0.000157510,  -0.000945060,   0.000945060
       1.36500,   -0.00472530,  -0.000945060,   0.000945060
       1.36600,   -0.00472530,  -0.000945060,   0.000945060
       1.36700,   0.000157510,  -0.000945060,   0.000945060
       1.36800,   -0.00472530,  -0.000945060,   0.000945060
       1.36900,   0.000157510,   -0.00582787,   0.000945060
       1.37000,    0.00504032,    0.00393775,   0.000945060
       1.37100,    0.00504032,     0.0137034,   0.000945060
       1.37200,    0.00504032,  -0.000945060,   0.000945060
       1.37300,   0.000157510,  -0.000945060,   0.000945060
       1.37400,   0.000157510,    0.00393775,   0.000945060
       1.37500,   0.000157510,    0.00393775,   0.000945060
       1.37600,   0.000157510,  -0.000945060,   -0.00393775
       1.37700,   0.000157510,    0.00393775,   0.000945060
       1.37800,   0.000157510,  -0.000945060,   0.000945060
       1.37900,   -0.00472530,  -0.000945060,   0.000945060
       1.38000,   -0.00472530,   -0.00582787,   0.000945060
       1.38100,   -0.00472530,  -0.000945060,   0.000945060
       1.38200,   0.000157510,  -0.000945060,   0.000945060
       1.38300,   0.000157510,  -0.000945060,   0.000945060
       1.38400,   0.000157510,  -0.000945060,    0.00582787
       1.38500,   0.000157510,  -0.000945060,   0.000945060
       1.38600,   0.000157510,  -0.000945060,   -0.00393775
       1.38700,    0.00504032,    0.00882056,   0.000945060
       1.38800,    0.00504032,    0.00393775,   0.000945060
       1.38900,    0.00504032,    0.00393775,   0.000945060
       1.39000,   0.000157510,  -0.000945060,   0.000945060
       1.39100,    0.00504032,  -0.000945060,   0.000945060
       1.39200,   0.000157510,  -0.000945060,   0.000945060
       1.39300,   0.000157510,  -0.000945060,   -0.00393775
       1.39400,   0.000157510,  -0.000945060,   0.000945060
       1.39500,   -0.00472530,  -0.000945060,   0.000945060
       1.39600,   -0.00960812,   -0.00582787,   0.000945060
       1.39700,   -0.00472530,   -0.00582787,   0.000945060
       1.39800,   -0.00472530,   -0.00582787,   0.000945060
       1.39900,   0.000157510,  -0.000945060,   0.000945060
       1.40000,   0.000157510,  -0.000945060,   0.000945060
       1.40100,   -0.00472530,  -0.000945060,   0.000945060
       1.40200,   -0.00472530,  -0.000945060,   0.000945060
       1.40300,   0.000157510,    0.00393775,   0.000945060
       1.40400,    0.00504032,    0.00393775,   -0.00393775
       1.40500,    0.00504032,    0.00393775,   0.000945060
       1.40600,   0.000157510,  -0.000945060,   0.000945060
       1.40700,    0.00504032,    0.00393775,   -0.00393775
       1.40800,   0.000157510,  -0.000945060,   -0.00393775
       1.40900,   0.000157510,  -0.000945060,   0.000945060
       1.41000,   0.000157510,    0.00393775,   0.000945060
       1.41100,   0.000157510,  -0.000945060,   0.000945060
       1.41200,   -0.00960812,  -0.000945060,   0.000945060
       1.41300,   -0.00960812,   -0.00582787,   0.000945060
       1.41400,   0.000157510,  -0.000945060,   0.000945060
       1.41500,   0.000157510,  -0.000945060,   0.000945060
       1.41600,   0.000157510,  -0.000945060,   0.000945060
       1.41700,   0.000157510,  -0.000945060,   0.000945060
       1.41800,   -0.00472530,  -0.000945060,   0.000945060
       1.41900,   -0.00472530,  -0.000945060,   0.000945060
       1.42000,    0.00504032,  -0.000945060,   0.000945060
       1.42100,    0.00504032,    0.00393775,   -0.00393775
       1.42200,    0.00504032,  -0.000945060,   0.000945060
       1.42300,   0.000157510,  -0.000945060,   -0.00393775
       1.42400,   0.000157510,  -0.000945060,   0.000945060
       1.42500,   0.000157510,  -0.000945060,   0.000945060
       1.42600,   0.000157510,  -0.000945060,   0.000945060
       1.42700,   0.000157510,  -0.000945060,   0.000945060
       1.42800,   0.000157510,  -0.000945060,   0.000945060
       1.42900,   -0.00472530,   -0.00582787,   0.000945060
       1.43000,   -0.00472530,  -0.000945060,   0.000945060
       1.43100,   0.000157510,  -0.000945060,   0.000945060
       1.43200,   -0.00472530,   -0.00582787,   -0.00393775
       1.43300,   0.000157510,  -0.000945060,   0.000945060
       1.43400,   0.000157510,  -0.000945060,   0.000945060
       1.43500,   -0.00472530,  -0.000945060,   0.000945060
       1.43600,   0.000157510,  -0.000945060,   0.000945060
       1.43700,    0.00504032,    0.00882056,   -0.00393775
       1.43800,    0.00504032,    0.00393775,   0.000945060
       1.43900,    0.00504032,    0.00393775,   0.000945060
       1.44000,   0.000157510,  -0.000945060,   0.000945060
       1.44100,   0.000157510,  -0.000945060,   -0.00393775
       1.44200,   0.000157510,    0.00393775,   -0.00393775
       1.44300,   0.000157510,  -0.000945060,   0.000945060
       1.44400,   0.000157510,  -0.000945060,   0.000945060
       1.44500,   0.000157510,  -0.000945060,   0.000945060
       1.44600,   -0.00960812,  -0.000945060,   0.000945060
       1.44700,   -0.00472530,   -0.00582787,   0.000945060
       1.44800,   0.000157510,  -0.000945060,   0.000945060
       1.44900,   -0.00472530,  -0.000945060,   0.000945060
       1.45000,   0.000157510,  -0.000945060,   0.000945060
       1.45100,   -0.00472530,  -0.000945060,   0.000945060
       1.45200,   -0.00472530,  -0.000945060,   0.000945060
       1.45300,   0.000157510,  -0.000945060,   0.000945060
       1.45400,    0.00504032,    0.00882056,   -0.00393775
       1.45500,    0.00504032,    0.00393775,   0.000945060
       1.45600,    0.00504032,    0.00393775,   0.000945060
       1.45700,   0.000157510,    0.00393775,   -0.00393775
       1.45800,   0.000157510,  -0.000945060,   0.000945060
       1.45900,   0.000157510,  -0.000945060,   0.000945060
       1.46000,   0.000157510,    0.00393775,   0.000945060
       1.46100,   0.000157510,  -0.000945060,   0.000945060
       1.46200,   -0.00960812,  -0.000945060,   0.000945060
       1.46300,   -0.00472530,   -0.00582787,   0.000945060
       1.46400,   -0.00472530,  -0.000945060,   0.000945060
       1.46500,   -0.00472530,  -0.000945060,   -0.00393775
       1.46600,   -0.00472530,  -0.000945060,   0.000945060
       1.46700,   0.000157510,  -0.000945060,   0.000945060
       1.46800,   -0.00472530,  -0.000945060,   0.000945060
       1.46900,   -0.00472530,  -0.000945060,   0.000945060
       1.47000,    0.00504032,    0.00393775,   0.000945060
       1.47100,    0.00504032,    0.00882056,   0.000945060
       1.47200,   0.000157510,  -0.000945060,   -0.00393775
       1.47300,   0.000157510,    0.00393775,   -0.00393775
       1.47400,   0.000157510,    0.00393775,   0.000945060
       1.47500,   0.000157510,  -0.000945060,   0.000945060
       1.47600,   0.000157510,  -0.000945060,   0.000945060
       1.47700,   0.000157510,    0.00393775,   0.000945060
       1.47800,   0.000157510,  -0.000945060,   0.000945060
       1.47900,   -0.00472530,  -0.000945060,   0.000945060
       1.48000,   -0.00472530,   -0.00582787,   0.000945060
       1.48100,   0.000157510,  -0.000945060,   0.000945060
       1.48200,   -0.00472530,  -0.000945060,   -0.00393775
       1.48300,   0.000157510,  -0.000945060,   0.000945060
       1.48400,   0.000157510,  -0.000945060,   0.000945060
       1.48500,   -0.00472530,  -0.000945060,   0.000945060
       1.48600,   -0.00472530,  -0.000945060,   0.000945060
       1.48700,    0.00504032,    0.00882056,   0.000945060
       1.48800,    0.00504032,    0.00393775,   0.000945060
       1.48900,    0.00504032,  -0.000945060,   0.000945060
       1.49000,   0.000157510,  -0.000945060,   0.000945060
       1.49100,   0.000157510,    0.00393775,   0.000945060
       1.49200,   0.000157510,  -0.000945060,   0.000945060
       1.49300,   0.000157510,  -0.000945060,   0.000945060
       1.49400,   0.000157510,  -0.000945060,   0.000945060
       1.49500,   -0.00472530,  -0.000945060,   0.000945060
       1.49600,   -0.00960812,   -0.00582787,   0.000945060
       1.49700,   -0.00472530,   -0.00582787,   0.000945060
       1.49800,   -0.00472530,  -0.000945060,   0.000945060
       1.49900,   0.000157510,  -0.000945060,   0.000945060
       1.50000,   0.000157510,  -0.000945060,   0.000945060
       1.50100,   -0.00472530,  -0.000945060,   0.000945060
       1.50200,   -0.00472530,  -0.000945060,   0.000945060
       1.50300,   0.000157510,  -0.000945060,   0.000945060
       1.50400,    0.00504032,    0.00393775,   -0.00393775
       1.50500,    0.00504032,    0.00393775,   0.000945060
       1.50600,   0.000157510,  -0.000945060,   0.000945060
       1.50700,   0.000157510,  -0.000945060,   0.000945060
       1.50800,   0.000157510,  -0.000945060,   0.000945060
       1.50900,   0.000157510,    0.00393775,   0.000945060
       1.51000,   0.000157510,  -0.000945060,   0.000945060
       1.51100,    0.00504032,  -0.000945060,   0.000945060
       1.51200,   -0.00472530,  -0.000945060,   0.000945060
       1.51300,   -0.00472530,  -0.000945060,   0.000945060
       1.51400,   0.000157510,  -0.000945060,   0.000945060
       1.51500,   0.000157510,  -0.000945060,   0.000945060
       1.51600,   -0.00472530,  -0.000945060,   -0.00393775
       1.51700,   0.000157510,  -0.000945060,   0.000945060
       1.51800,   0.000157510,  -0.000945060,   -0.00393775
       1.51900,   0.000157510,  -0.000945060,   0.000945060
       1.52000,   0.000157510,    0.00393775,   0.000945060
       1.52100,    0.00504032,    0.00882056,   -0.00393775
       1.52200,    0.00504032,  -0.000945060,   -0.00393775
       1.52300,   0.000157510,    0.00393775,   0.000945060
       1.52400,   0.000157510,  -0.000945060,   0.000945060
       1.52500,   0.000157510,  -0.000945060,   0.000945060
       1.52600,   0.000157510,  -0.000945060,   0.000945060
       1.52700,   0.000157510,    0.00393775,   -0.00393775
       1.52800,    0.00504032,  -0.000945060,   0.000945060
       1.52900,   -0.00472530,   -0.00582787,   0.000945060
       1.53000,   -0.00472530,  -0.000945060,   0.000945060
       1.53100,   0.000157510,  -0.000945060,   0.000945060
       1.53200,   0.000157510,  -0.000945060,   0.000945060
       1.53300,   0.000157510,  -0.000945060,   -0.00393775
       1.53400,   0.000157510,  -0.000945060,   0.000945060
       1.53500,   0.000157510,  -0.000945060,   0.000945060
       1.53600,   -0.00472530,  -0.000945060,   0.000945060
       1.53700,   0.000157510,    0.00393775,   0.000945060
       1.53800,    0.00504032,    0.00393775,   0.000945060
